0,0,0,0.190557288324602,0.190557288324602,0.190557288324602,0,0,0,0.190557288324602,0.190557288324602,0.190557288324602,0,0,0,0,
0,0,0,0.190129319576154,0.190129319576154,0.190129319576154,0,0,0,0.190129319576154,0.190129319576154,0.190129319576154,0,0,0,0,
0,0,0,0.189606311094266,0.189606311094266,0.189606311094266,0,0,0,0.189606311094266,0.189606311094266,0.189606311094266,0,0,0,0,
0,0,0,0.18896799028052,0.18896799028052,0.18896799028052,0,0,0,0.18896799028052,0.18896799028052,0.18896799028052,0,0,0,0,
0,0,0,0.1881898470654,0.1881898470654,0.1881898470654,0,0,0,0.1881898470654,0.1881898470654,0.1881898470654,0,0,0,0,
0,0,0,0.187242197929509,0.187242197929509,0.187242197929509,0,0,0,0.187242197929509,0.187242197929509,0.187242197929509,0,0,0,0,
0,0,0,0.18608899704537,0.18608899704537,0.18608899704537,0,0,0,0.18608899704537,0.18608899704537,0.18608899704537,0,0,0,0,
0,0,0,0.184686307490591,0.184686307490591,0.184686307490591,0,0,0,0.184686307490591,0.184686307490591,0.184686307490591,0,0,0,0,
0,0,0,0.182980332015382,0.182980332015382,0.182980332015382,0,0,0,0.182980332015382,0.182980332015382,0.182980332015382,0,0,0,0,
0,0,0,0.18090494880452,0.18090494880452,0.18090494880452,0,0,0,0.18090494880452,0.18090494880452,0.18090494880452,0,0,0,0,
0,0,0.286834741450002,0.286834741450002,0.286834741450002,0.178378951633332,0,0,0,0.286834741450002,0.286834741450002,0.286834741450002,0,0,0,0,
0,0,0.286672219337417,0.286672219337417,0.286672219337417,0.17530393252389,0,0,0,0.286672219337417,0.286672219337417,0.286672219337417,0,0,0,0,
0,0,0.286474062739233,0.286474062739233,0.286474062739233,0.17156504876681,0,0,0,0.286474062739233,0.286474062739233,0.286474062739233,0,0,0,0,
0,0,0.286232878891252,0.286232878891252,0.286232878891252,0,0,0,0,0.286232878891252,0.286232878891252,0.286232878891252,0,0,0,0,
0,0,0.28593981548523,0.28593981548523,0.28593981548523,0,0,0,0,0.28593981548523,0.28593981548523,0.28593981548523,0,0,0,0,
0,0,0.285584265143951,0.285584265143956,0.285584265143956,0,0,0,0,0.285584265143956,0.285584265143956,0.285584265143956,0,0,0,0,
0,0,0.285153490481627,0.285153490482403,0.285153490482403,0,0,0,0,0.285153490482403,0.285153490482403,0.285153490482403,0,0,0,0,
